MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2443143	Wdr3	WD repeat domain 3	3		nucleolus			ISO	Q9UNX4 	J:164563 	
MGI:2443143	Wdr3	WD repeat domain 3	3		Pwp2p-containing subcomplex of 90S preribosome			IBA	PTN000457800 	J:265628 	
MGI:1927241	Wdr12	WD repeat domain 12	1		nucleolus			ISO	Q9GZL7 	J:164563 	
MGI:1927241	Wdr12	WD repeat domain 12	1		PeBoW complex			IBA	PTN000458044 	J:265628 	
MGI:1927241	Wdr12	WD repeat domain 12	1		PeBoW complex			ISO	Q9GZL7 	J:73065 	
MGI:1921570	Wdr33	WD repeat domain 33	18		fibrillar center			ISO	Q9C0J8 	J:164563 	
MGI:1917819	Wdr36	WD repeat domain 36	18		nucleolus			ISO	Q8NI36 	J:164563 	
MGI:1917819	Wdr36	WD repeat domain 36	18		Pwp2p-containing subcomplex of 90S preribosome			IBA	PTN000356653 	J:265628 	
MGI:1919765	Wdr43	WD repeat domain 43	17		fibrillar center			ISO	Q15061 	J:164563 	
MGI:1919765	Wdr43	WD repeat domain 43	17		nucleolus			IBA	PTN002337170 	J:265628 	
MGI:1919765	Wdr43	WD repeat domain 43	17		nucleolus			IDA		J:278445 	
MGI:1919765	Wdr43	WD repeat domain 43	17		nucleolus			ISO	Q15061 	J:164563 	
MGI:1931871	Wdr46	WD repeat domain 46	17		nucleolus			IBA	PTN000363163 	J:265628 	
MGI:1931871	Wdr46	WD repeat domain 46	17		nucleolus			ISO	O15213 	J:164563 	
MGI:1915186	Wdr55	WD repeat domain 55	18		nucleolus			IMP		J:149188 	
MGI:1915186	Wdr55	WD repeat domain 55	18		nucleolus			ISO	Q9H6Y2 	J:164563 	
MGI:2147427	Wdr74	WD repeat domain 74	19		nucleolus			IBA	PTN000411359 	J:265628 	
MGI:2147427	Wdr74	WD repeat domain 74	19	colocalizes_with	nucleolus			ISO	Q6RFH5 	J:164563 	
MGI:2147427	Wdr74	WD repeat domain 74	19		nucleolus			ISO	Q6RFH5 	J:164563 	
MGI:1920924	Wdr75	WD repeat domain 75	1		nucleolus			IBA	PTN001109634 	J:265628 	
MGI:1920924	Wdr75	WD repeat domain 75	1		nucleolus			ISO	Q8IWA0 	J:164563 	
MGI:1924555	Wdr82	WD repeat domain containing 82	9		nucleolus			ISO	Q6UXN9 	J:164563 	
MGI:103075	Wee1	WEE 1 homolog 1 (S. pombe)	7		nucleolus			ISO	P30291 	J:164563 	
MGI:1332638	Wiz	widely-interspaced zinc finger motifs	17	NOT	nucleolus			IDA		J:114884 	
MGI:109635	Wrn	Werner syndrome RecQ like helicase	8	NOT	nucleolus			IDA		J:69659 	
MGI:109635	Wrn	Werner syndrome RecQ like helicase	8		nucleolus			ISO	Q14191 	J:69659 J:73065 	
MGI:103557	Xpc	xeroderma pigmentosum, complementation group C	6		nucleolus			ISO	Q01831 	J:164563 	
MGI:2144013	Xpo1	exportin 1	11		nucleolus			ISO	O14980 	J:164563 	
MGI:2429950	Xpo6	exportin 6	7		nucleolus			ISO	Q96QU8 	J:164563 	
MGI:99137	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	7		nucleolus			ISO	P18887 	J:164563 	
MGI:104517	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	1		nucleolus			ISO	P13010 	J:164563 	
MGI:95606	Xrcc6	X-ray repair complementing defective repair in Chinese hamster cells 6	15		nucleolus			ISO	P12956 	J:164563 	
MGI:894687	Xrn2	5'-3' exoribonuclease 2	2		nucleolus			ISO	Q9H0D6 	J:164563 	
MGI:3828086	Zbed6	zinc finger, BED type containing 6	1		nucleolus			IDA		J:156708 	
MGI:1195345	Zbtb14	zinc finger and BTB domain containing 14	17		nucleolus			ISO	O43829 	J:164563 	
MGI:1927290	Zbtb33	zinc finger and BTB domain containing 33	X		nucleolus			ISO	Q86T24 	J:164563 	
MGI:1919824	Zc3h14	zinc finger CCCH type containing 14	12		nucleolus			ISO	Q6PJT7 	J:164563 	
MGI:1926046	Zcchc4	zinc finger, CCHC domain containing 4	5		nucleolus			IBA	PTN002298317 	J:265628 	
MGI:1926046	Zcchc4	zinc finger, CCHC domain containing 4	5		nucleolus			ISO	Q9H5U6 	J:164563 	
MGI:2442912	Zcchc7	zinc finger, CCHC domain containing 7	4		nucleolus			ISO	Q8N3Z6 	J:164563 	
MGI:1916335	Zcchc9	zinc finger, CCHC domain containing 9	13		nucleolus			ISO	Q8N567 	J:164563 	
MGI:1919955	Zcchc17	zinc finger, CCHC domain containing 17	4		nucleolus			IDA		J:80171 	
MGI:1344407	Zeb2	zinc finger E-box binding homeobox 2	2		nucleolus			ISO	O60315 	J:164563 	
MGI:99200	Zfp53	zinc finger protein 53	17		nucleolus			ISO	Q96RE9 	J:164563 	
MGI:104854	Zfp91	zinc finger protein 91	19		nucleolus			ISO	Q96JP5 	J:164563 	
MGI:1347092	Zfp146	zinc finger protein 146	7		nucleolus			ISO	Q15072 	J:164563 	
MGI:2686600	Zfp174	zinc finger protein 174	16		fibrillar center			ISO	Q15697 	J:164563 	
MGI:1933401	Zfp202	zinc finger protein 202	9		nucleolus			ISO	O95125 	J:164563 	
MGI:1340045	Zfp207	zinc finger protein 207	11		nucleolus			ISO	O43670 	J:164563 	
MGI:1353574	Zfp330	zinc finger protein 330	8		nucleolus			ISO	Q9Y3S2 	J:164563 	
MGI:1349417	Zfp346	zinc finger protein 346	13		nucleolus			IDA		J:57775 J:71817 	
MGI:1349417	Zfp346	zinc finger protein 346	13		nucleolus			ISO	Q9UL40 	J:164563 	
MGI:103172	Zfp354a	zinc finger protein 354A	11		nucleolus			ISO	RGD:2967 	J:155856 	
MGI:103172	Zfp354a	zinc finger protein 354A	11		nucleolus			ISO	O60765 	J:164563 	
MGI:1916506	Zfp397	zinc finger protein 397	18		nucleolus			ISO	Q8NF99 	J:164563 	
MGI:3040701	Zfp459	zinc finger protein 459	13		nucleolus			ISO	Q5JVG8 	J:164563 	
MGI:1915290	Zfp593	zinc finger protein 593	4		nucleolus			ISO	O00488 	J:164563 	
MGI:1289282	Zfp622	zinc finger protein 622	15		nucleolus			ISO	Q969S3 	J:164563 	
MGI:1919861	Zfp655	zinc finger protein 655	5		nucleolus			ISO	Q8N720 	J:164563 	
MGI:3053207	Zfp677	zinc finger protein 677	17		nucleolus			ISO	Q96RE9 	J:164563 	
MGI:2144276	Zfp692	zinc finger protein 692	11		nucleolus			ISO	Q9BU19 	J:164563 	
MGI:1917180	Zfp715	zinc finger protein 715	7		nucleolus			ISO	Q9Y473 	J:164563 	
MGI:2385044	Zfp758	zinc finger protein 758	17		nucleolus			ISO	Q96RE9 	J:164563 	
MGI:2442050	Zfp771	zinc finger protein 771	7		nucleolus			ISO	Q7L3S4 	J:164563 	
MGI:1920479	Zfp983	zinc finger protein 983	17		nucleolus			ISO	Q96RE9 	J:164563 	
MGI:99211	Zfx	zinc finger protein X-linked	X		nucleolus			ISO	P08048 	J:164563 	
MGI:99211	Zfx	zinc finger protein X-linked	X		nucleolus			ISO	P17010 	J:164563 	
MGI:99212	Zfy1	zinc finger protein 1, Y-linked	Y		nucleolus			ISO	P08048 	J:164563 	
MGI:99213	Zfy2	zinc finger protein 2, Y-linked	Y		nucleolus			ISO	P08048 	J:164563 	
MGI:1195270	Zmat3	zinc finger matrin type 3	3		nucleolus			ISO	RGD:620134 	J:155856 	
MGI:1196246	Znrf2	zinc and ring finger 2	6		fibrillar center			ISO	Q8NHG8 	J:164563 	
MGI:1330262	Zpr1	ZPR1 zinc finger	9		nucleolus			ISO	O75312 	J:164563 	
MGI:103287	Zrsr2	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2	X		nucleolus			IDA		J:71817 	
MGI:1920453	Zzz3	zinc finger, ZZ domain containing 3	3		nucleolus			ISO	Q8IYH5 	J:164563 	

